problema_id;tecnica_id
TO_P023;TO_T030
TO_P024;TO_T001
TO_P024;TO_T020
TO_P024;TO_T021
TO_P024;TO_T005
TO_P024;TO_T016
TO_P024;TO_T029
TO_P024;TO_T030
TO_P025;TO_T001
TO_P025;TO_T020
TO_P025;TO_T021
TO_P025;TO_T005
TO_P025;TO_T016
TO_P025;TO_T029
TO_P025;TO_T030
TO_P026;TO_T001
TO_P026;TO_T020
TO_P026;TO_T021
TO_P026;TO_T005
TO_P026;TO_T016
TO_P026;TO_T029
TO_P026;TO_T030
TO_P027;TO_T001
TO_P027;TO_T022
TO_P027;TO_T023
TO_P027;TO_T024
TO_P027;TO_T029
TO_P028;TO_T001
TO_P028;TO_T022
TO_P028;TO_T023
TO_P028;TO_T024
TO_P028;TO_T029
TO_P029;TO_T001
TO_P029;TO_T022
TO_P029;TO_T023
TO_P029;TO_T024
TO_P029;TO_T029
TO_P030;TO_T001
TO_P030;TO_T023
TO_P030;TO_T005
TO_P030;TO_T024
TO_P030;TO_T029
TO_P031;TO_T001
TO_P031;TO_T023
TO_P031;TO_T005
TO_P031;TO_T024
TO_P031;TO_T029
TO_P032;TO_T001
TO_P032;TO_T023
TO_P032;TO_T005
TO_P032;TO_T024
TO_P032;TO_T029
TO_P033;TO_T001
TO_P033;TO_T017
TO_P033;TO_T026
TO_P033;TO_T027
TO_P033;TO_T029
TO_P034;TO_T001
TO_P034;TO_T017
TO_P034;TO_T026
TO_P034;TO_T027
TO_P034;TO_T029
TO_P035;TO_T001
TO_P035;TO_T017
TO_P035;TO_T026
TO_P035;TO_T027
TO_P035;TO_T029
TO_P036;TO_T001
TO_P036;TO_T025
TO_P036;TO_T011
TO_P036;TO_T028
TO_P036;TO_T029
TO_P037;TO_T001
TO_P037;TO_T025
TO_P037;TO_T011
TO_P037;TO_T028
TO_P037;TO_T029
TO_P038;TO_T001
TO_P038;TO_T025
TO_P038;TO_T011
TO_P038;TO_T028
TO_P038;TO_T029
TO_P039;TO_T001
TO_P039;TO_T007
TO_P039;TO_T008
TO_P039;TO_T009
TO_P039;TO_T030
TO_P040;TO_T001
TO_P040;TO_T007
TO_P040;TO_T008
TO_P040;TO_T009
TO_P040;TO_T030
TO_P041;TO_T001
TO_P041;TO_T007
TO_P041;TO_T008
TO_P041;TO_T009
TO_P041;TO_T030
TO_P042;TO_T001
TO_P042;TO_T011
TO_P042;TO_T012
TO_P042;TO_T026
TO_P042;TO_T029
TO_P043;TO_T001
TO_P043;TO_T011
TO_P043;TO_T012
TO_P043;TO_T026
TO_P043;TO_T029
TO_P044;TO_T001
TO_P044;TO_T011
TO_P044;TO_T012
TO_P044;TO_T026
TO_P044;TO_T029
TO_P045;TO_T001
TO_P045;TO_T026
TO_P045;TO_T027
TO_P045;TO_T029
TO_P046;TO_T001
TO_P046;TO_T026
TO_P046;TO_T027
TO_P046;TO_T029
TO_P047;TO_T001
TO_P047;TO_T026
TO_P047;TO_T027
TO_P047;TO_T029
