problema_id;tecnica_id
PSP_P015;PSP_T005
PSP_P015;PSP_T013
PSP_P015;PSP_T014
PSP_P015;PSP_T015
PSP_P015;PSP_T021
PSP_P015;PSP_T029
PSP_P016;PSP_T001
PSP_P016;PSP_T003
PSP_P016;PSP_T005
PSP_P016;PSP_T013
PSP_P016;PSP_T014
PSP_P016;PSP_T015
PSP_P016;PSP_T021
PSP_P016;PSP_T029
PSP_P017;PSP_T001
PSP_P017;PSP_T003
PSP_P017;PSP_T005
PSP_P017;PSP_T013
PSP_P017;PSP_T014
PSP_P017;PSP_T015
PSP_P017;PSP_T021
PSP_P017;PSP_T029
PSP_P018;PSP_T001
PSP_P018;PSP_T016
PSP_P018;PSP_T017
PSP_P018;PSP_T020
PSP_P018;PSP_T021
PSP_P018;PSP_T029
PSP_P019;PSP_T001
PSP_P019;PSP_T016
PSP_P019;PSP_T017
PSP_P019;PSP_T020
PSP_P019;PSP_T021
PSP_P019;PSP_T029
PSP_P020;PSP_T001
PSP_P020;PSP_T016
PSP_P020;PSP_T017
PSP_P020;PSP_T020
PSP_P020;PSP_T021
PSP_P020;PSP_T029
PSP_P021;PSP_T001
PSP_P021;PSP_T016
PSP_P021;PSP_T017
PSP_P021;PSP_T020
PSP_P021;PSP_T021
PSP_P021;PSP_T029
PSP_P022;PSP_T001
PSP_P022;PSP_T016
PSP_P022;PSP_T017
PSP_P022;PSP_T020
PSP_P022;PSP_T021
PSP_P022;PSP_T029
PSP_P023;PSP_T001
PSP_P023;PSP_T018
PSP_P023;PSP_T019
PSP_P023;PSP_T020
PSP_P023;PSP_T021
PSP_P023;PSP_T024
PSP_P023;PSP_T029
PSP_P024;PSP_T001
PSP_P024;PSP_T018
PSP_P024;PSP_T019
PSP_P024;PSP_T020
PSP_P024;PSP_T021
PSP_P024;PSP_T024
PSP_P024;PSP_T029
PSP_P025;PSP_T001
PSP_P025;PSP_T018
PSP_P025;PSP_T019
PSP_P025;PSP_T020
PSP_P025;PSP_T021
PSP_P025;PSP_T024
PSP_P025;PSP_T029
PSP_P026;PSP_T001
PSP_P026;PSP_T018
PSP_P026;PSP_T019
PSP_P026;PSP_T020
PSP_P026;PSP_T021
PSP_P026;PSP_T024
PSP_P026;PSP_T029
PSP_P027;PSP_T001
PSP_P027;PSP_T021
PSP_P027;PSP_T022
PSP_P027;PSP_T023
PSP_P027;PSP_T029
PSP_P028;PSP_T001
PSP_P028;PSP_T021
PSP_P028;PSP_T022
PSP_P028;PSP_T023
PSP_P028;PSP_T029
PSP_P029;PSP_T001
PSP_P029;PSP_T021
PSP_P029;PSP_T022
PSP_P029;PSP_T023
PSP_P029;PSP_T029
PSP_P030;PSP_T001
PSP_P030;PSP_T025
PSP_P030;PSP_T026
PSP_P030;PSP_T027
PSP_P030;PSP_T028
PSP_P030;PSP_T030
PSP_P031;PSP_T001
PSP_P031;PSP_T025
PSP_P031;PSP_T026
PSP_P031;PSP_T027
PSP_P031;PSP_T028
PSP_P031;PSP_T030
PSP_P032;PSP_T001
PSP_P032;PSP_T025
PSP_P032;PSP_T026
PSP_P032;PSP_T027
PSP_P032;PSP_T028
PSP_P032;PSP_T030
PSP_P033;PSP_T001
PSP_P033;PSP_T016
PSP_P033;PSP_T017
PSP_P033;PSP_T020
PSP_P033;PSP_T022
PSP_P033;PSP_T027
PSP_P033;PSP_T029
PSP_P034;PSP_T001
PSP_P034;PSP_T016
PSP_P034;PSP_T017
PSP_P034;PSP_T020
PSP_P034;PSP_T022
PSP_P034;PSP_T027
PSP_P034;PSP_T029
PSP_P035;PSP_T001
PSP_P035;PSP_T016
PSP_P035;PSP_T017
PSP_P035;PSP_T020
PSP_P035;PSP_T022
PSP_P035;PSP_T027
PSP_P035;PSP_T029
PSP_P036;PSP_T001
PSP_P036;PSP_T025
PSP_P036;PSP_T026
PSP_P036;PSP_T027
PSP_P036;PSP_T028
PSP_P036;PSP_T029
PSP_P037;PSP_T001
PSP_P037;PSP_T025
PSP_P037;PSP_T026
PSP_P037;PSP_T027
PSP_P037;PSP_T028
PSP_P037;PSP_T029
PSP_P038;PSP_T001
PSP_P038;PSP_T022
PSP_P038;PSP_T023
PSP_P038;PSP_T024
PSP_P038;PSP_T029
PSP_P039;PSP_T001
PSP_P039;PSP_T022
PSP_P039;PSP_T023
PSP_P039;PSP_T024
PSP_P039;PSP_T029
PSP_P040;PSP_T001
PSP_P040;PSP_T022
PSP_P040;PSP_T023
PSP_P040;PSP_T024
PSP_P040;PSP_T029
PSP_P041;PSP_T001
PSP_P041;PSP_T002
PSP_P041;PSP_T025
PSP_P041;PSP_T026
PSP_P041;PSP_T027
PSP_P041;PSP_T029
PSP_P042;PSP_T001
PSP_P042;PSP_T002
PSP_P042;PSP_T025
PSP_P042;PSP_T026
PSP_P042;PSP_T027
PSP_P042;PSP_T029
