problema_id;tecnica_id
PSP2_P007;PSP2_T005
PSP2_P007;PSP2_T006
PSP2_P007;PSP2_T008
PSP2_P007;PSP2_T029
PSP2_P007;PSP2_T030
PSP2_P007;PSP2_T031
PSP2_P007;PSP2_T048
PSP2_P008;PSP2_T001
PSP2_P008;PSP2_T002
PSP2_P008;PSP2_T003
PSP2_P008;PSP2_T004
PSP2_P008;PSP2_T005
PSP2_P008;PSP2_T006
PSP2_P008;PSP2_T008
PSP2_P008;PSP2_T029
PSP2_P008;PSP2_T030
PSP2_P008;PSP2_T031
PSP2_P008;PSP2_T048
PSP2_P009;PSP2_T001
PSP2_P009;PSP2_T011
PSP2_P009;PSP2_T012
PSP2_P009;PSP2_T013
PSP2_P009;PSP2_T014
PSP2_P009;PSP2_T015
PSP2_P009;PSP2_T032
PSP2_P009;PSP2_T033
PSP2_P009;PSP2_T041
PSP2_P009;PSP2_T043
PSP2_P010;PSP2_T001
PSP2_P010;PSP2_T011
PSP2_P010;PSP2_T012
PSP2_P010;PSP2_T013
PSP2_P010;PSP2_T014
PSP2_P010;PSP2_T015
PSP2_P010;PSP2_T032
PSP2_P010;PSP2_T033
PSP2_P010;PSP2_T041
PSP2_P010;PSP2_T043
PSP2_P011;PSP2_T001
PSP2_P011;PSP2_T011
PSP2_P011;PSP2_T012
PSP2_P011;PSP2_T013
PSP2_P011;PSP2_T014
PSP2_P011;PSP2_T015
PSP2_P011;PSP2_T032
PSP2_P011;PSP2_T033
PSP2_P011;PSP2_T041
PSP2_P011;PSP2_T043
PSP2_P012;PSP2_T001
PSP2_P012;PSP2_T011
PSP2_P012;PSP2_T012
PSP2_P012;PSP2_T013
PSP2_P012;PSP2_T014
PSP2_P012;PSP2_T015
PSP2_P012;PSP2_T032
PSP2_P012;PSP2_T033
PSP2_P012;PSP2_T041
PSP2_P012;PSP2_T043
PSP2_P013;PSP2_T001
PSP2_P013;PSP2_T011
PSP2_P013;PSP2_T012
PSP2_P013;PSP2_T013
PSP2_P013;PSP2_T014
PSP2_P013;PSP2_T015
PSP2_P013;PSP2_T032
PSP2_P013;PSP2_T033
PSP2_P013;PSP2_T041
PSP2_P013;PSP2_T043
PSP2_P014;PSP2_T001
PSP2_P014;PSP2_T011
PSP2_P014;PSP2_T012
PSP2_P014;PSP2_T013
PSP2_P014;PSP2_T014
PSP2_P014;PSP2_T015
PSP2_P014;PSP2_T032
PSP2_P014;PSP2_T033
PSP2_P014;PSP2_T041
PSP2_P014;PSP2_T043
PSP2_P015;PSP2_T001
PSP2_P015;PSP2_T011
PSP2_P015;PSP2_T012
PSP2_P015;PSP2_T013
PSP2_P015;PSP2_T014
PSP2_P015;PSP2_T015
PSP2_P015;PSP2_T032
PSP2_P015;PSP2_T033
PSP2_P015;PSP2_T041
PSP2_P015;PSP2_T043
PSP2_P016;PSP2_T001
PSP2_P016;PSP2_T011
PSP2_P016;PSP2_T012
PSP2_P016;PSP2_T013
PSP2_P016;PSP2_T014
PSP2_P016;PSP2_T015
PSP2_P016;PSP2_T032
PSP2_P016;PSP2_T033
PSP2_P016;PSP2_T041
PSP2_P016;PSP2_T043
PSP2_P017;PSP2_T001
PSP2_P017;PSP2_T016
PSP2_P017;PSP2_T017
PSP2_P017;PSP2_T018
PSP2_P017;PSP2_T030
PSP2_P017;PSP2_T032
PSP2_P017;PSP2_T040
PSP2_P017;PSP2_T046
PSP2_P018;PSP2_T001
PSP2_P018;PSP2_T016
PSP2_P018;PSP2_T017
PSP2_P018;PSP2_T018
PSP2_P018;PSP2_T030
PSP2_P018;PSP2_T032
PSP2_P018;PSP2_T040
PSP2_P018;PSP2_T046
PSP2_P019;PSP2_T001
PSP2_P019;PSP2_T016
PSP2_P019;PSP2_T017
PSP2_P019;PSP2_T018
PSP2_P019;PSP2_T030
PSP2_P019;PSP2_T032
PSP2_P019;PSP2_T040
PSP2_P019;PSP2_T046
PSP2_P020;PSP2_T001
PSP2_P020;PSP2_T016
PSP2_P020;PSP2_T017
PSP2_P020;PSP2_T018
PSP2_P020;PSP2_T030
PSP2_P020;PSP2_T032
PSP2_P020;PSP2_T040
PSP2_P020;PSP2_T046
PSP2_P021;PSP2_T001
PSP2_P021;PSP2_T016
PSP2_P021;PSP2_T017
PSP2_P021;PSP2_T018
PSP2_P021;PSP2_T030
PSP2_P021;PSP2_T032
PSP2_P021;PSP2_T040
PSP2_P021;PSP2_T046
PSP2_P022;PSP2_T019
PSP2_P022;PSP2_T020
PSP2_P022;PSP2_T021
PSP2_P022;PSP2_T022
PSP2_P022;PSP2_T009
PSP2_P022;PSP2_T010
PSP2_P022;PSP2_T031
PSP2_P023;PSP2_T019
PSP2_P023;PSP2_T020
PSP2_P023;PSP2_T021
PSP2_P023;PSP2_T022
PSP2_P023;PSP2_T009
PSP2_P023;PSP2_T010
PSP2_P023;PSP2_T031
PSP2_P024;PSP2_T019
PSP2_P024;PSP2_T020
PSP2_P024;PSP2_T021
PSP2_P024;PSP2_T022
PSP2_P024;PSP2_T009
PSP2_P024;PSP2_T010
PSP2_P024;PSP2_T031
PSP2_P025;PSP2_T019
PSP2_P025;PSP2_T020
PSP2_P025;PSP2_T021
PSP2_P025;PSP2_T022
PSP2_P025;PSP2_T009
PSP2_P025;PSP2_T010
PSP2_P025;PSP2_T031
PSP2_P026;PSP2_T019
PSP2_P026;PSP2_T020
PSP2_P026;PSP2_T021
PSP2_P026;PSP2_T022
PSP2_P026;PSP2_T009
PSP2_P026;PSP2_T010
PSP2_P026;PSP2_T031
PSP2_P027;PSP2_T023
PSP2_P027;PSP2_T024
PSP2_P027;PSP2_T025
PSP2_P027;PSP2_T038
PSP2_P027;PSP2_T009
PSP2_P027;PSP2_T031
PSP2_P027;PSP2_T035
PSP2_P028;PSP2_T023
PSP2_P028;PSP2_T024
PSP2_P028;PSP2_T025
PSP2_P028;PSP2_T038
PSP2_P028;PSP2_T009
PSP2_P028;PSP2_T031
PSP2_P028;PSP2_T035
PSP2_P029;PSP2_T023
PSP2_P029;PSP2_T024
PSP2_P029;PSP2_T025
PSP2_P029;PSP2_T038
PSP2_P029;PSP2_T009
PSP2_P029;PSP2_T031
PSP2_P029;PSP2_T035
PSP2_P030;PSP2_T023
PSP2_P030;PSP2_T024
PSP2_P030;PSP2_T025
PSP2_P030;PSP2_T038
PSP2_P030;PSP2_T009
PSP2_P030;PSP2_T031
PSP2_P030;PSP2_T035
PSP2_P031;PSP2_T026
PSP2_P031;PSP2_T027
PSP2_P031;PSP2_T028
PSP2_P031;PSP2_T009
PSP2_P031;PSP2_T010
PSP2_P031;PSP2_T031
PSP2_P031;PSP2_T041
PSP2_P032;PSP2_T026
PSP2_P032;PSP2_T027
PSP2_P032;PSP2_T028
PSP2_P032;PSP2_T009
PSP2_P032;PSP2_T010
PSP2_P032;PSP2_T031
PSP2_P032;PSP2_T041
PSP2_P033;PSP2_T026
PSP2_P033;PSP2_T027
PSP2_P033;PSP2_T028
PSP2_P033;PSP2_T009
PSP2_P033;PSP2_T010
PSP2_P033;PSP2_T031
PSP2_P033;PSP2_T041
PSP2_P034;PSP2_T026
PSP2_P034;PSP2_T027
PSP2_P034;PSP2_T028
PSP2_P034;PSP2_T009
PSP2_P034;PSP2_T010
PSP2_P034;PSP2_T031
PSP2_P034;PSP2_T041
PSP2_P035;PSP2_T002
PSP2_P035;PSP2_T003
PSP2_P035;PSP2_T005
PSP2_P035;PSP2_T008
PSP2_P035;PSP2_T029
PSP2_P035;PSP2_T030
PSP2_P035;PSP2_T031
PSP2_P035;PSP2_T032
PSP2_P035;PSP2_T040
PSP2_P036;PSP2_T002
PSP2_P036;PSP2_T003
PSP2_P036;PSP2_T005
PSP2_P036;PSP2_T008
PSP2_P036;PSP2_T029
PSP2_P036;PSP2_T030
PSP2_P036;PSP2_T031
PSP2_P036;PSP2_T032
PSP2_P036;PSP2_T040
PSP2_P037;PSP2_T002
PSP2_P037;PSP2_T003
PSP2_P037;PSP2_T005
PSP2_P037;PSP2_T008
PSP2_P037;PSP2_T029
PSP2_P037;PSP2_T030
PSP2_P037;PSP2_T031
PSP2_P037;PSP2_T032
PSP2_P037;PSP2_T040
PSP2_P038;PSP2_T002
PSP2_P038;PSP2_T003
PSP2_P038;PSP2_T005
PSP2_P038;PSP2_T008
PSP2_P038;PSP2_T029
PSP2_P038;PSP2_T030
PSP2_P038;PSP2_T031
PSP2_P038;PSP2_T032
PSP2_P038;PSP2_T040
PSP2_P039;PSP2_T002
PSP2_P039;PSP2_T003
PSP2_P039;PSP2_T005
PSP2_P039;PSP2_T008
PSP2_P039;PSP2_T029
PSP2_P039;PSP2_T030
PSP2_P039;PSP2_T031
PSP2_P039;PSP2_T032
PSP2_P039;PSP2_T040
PSP2_P040;PSP2_T002
PSP2_P040;PSP2_T003
PSP2_P040;PSP2_T005
PSP2_P040;PSP2_T008
PSP2_P040;PSP2_T029
PSP2_P040;PSP2_T030
PSP2_P040;PSP2_T031
PSP2_P040;PSP2_T032
PSP2_P040;PSP2_T040
PSP2_P041;PSP2_T033
PSP2_P041;PSP2_T034
PSP2_P041;PSP2_T035
PSP2_P041;PSP2_T006
PSP2_P041;PSP2_T008
PSP2_P041;PSP2_T031
PSP2_P041;PSP2_T046
PSP2_P042;PSP2_T033
PSP2_P042;PSP2_T034
PSP2_P042;PSP2_T035
PSP2_P042;PSP2_T006
PSP2_P042;PSP2_T008
PSP2_P042;PSP2_T031
PSP2_P042;PSP2_T046
PSP2_P043;PSP2_T033
PSP2_P043;PSP2_T034
PSP2_P043;PSP2_T035
PSP2_P043;PSP2_T006
PSP2_P043;PSP2_T008
PSP2_P043;PSP2_T031
PSP2_P043;PSP2_T046
PSP2_P044;PSP2_T033
PSP2_P044;PSP2_T034
PSP2_P044;PSP2_T035
PSP2_P044;PSP2_T006
PSP2_P044;PSP2_T008
PSP2_P044;PSP2_T031
PSP2_P044;PSP2_T046
PSP2_P045;PSP2_T036
PSP2_P045;PSP2_T037
PSP2_P045;PSP2_T038
PSP2_P045;PSP2_T039
PSP2_P045;PSP2_T040
PSP2_P045;PSP2_T030
PSP2_P045;PSP2_T031
PSP2_P046;PSP2_T036
PSP2_P046;PSP2_T037
PSP2_P046;PSP2_T038
PSP2_P046;PSP2_T039
PSP2_P046;PSP2_T040
PSP2_P046;PSP2_T030
PSP2_P046;PSP2_T031
PSP2_P047;PSP2_T036
PSP2_P047;PSP2_T037
PSP2_P047;PSP2_T038
PSP2_P047;PSP2_T039
PSP2_P047;PSP2_T040
PSP2_P047;PSP2_T030
PSP2_P047;PSP2_T031
PSP2_P048;PSP2_T036
PSP2_P048;PSP2_T037
PSP2_P048;PSP2_T038
PSP2_P048;PSP2_T039
PSP2_P048;PSP2_T040
PSP2_P048;PSP2_T030
PSP2_P048;PSP2_T031
PSP2_P049;PSP2_T041
PSP2_P049;PSP2_T042
PSP2_P049;PSP2_T043
PSP2_P049;PSP2_T011
PSP2_P049;PSP2_T031
PSP2_P049;PSP2_T048
PSP2_P050;PSP2_T041
PSP2_P050;PSP2_T042
PSP2_P050;PSP2_T043
PSP2_P050;PSP2_T011
PSP2_P050;PSP2_T031
PSP2_P050;PSP2_T048
PSP2_P051;PSP2_T041
PSP2_P051;PSP2_T042
PSP2_P051;PSP2_T043
PSP2_P051;PSP2_T011
PSP2_P051;PSP2_T031
PSP2_P051;PSP2_T048
PSP2_P052;PSP2_T041
PSP2_P052;PSP2_T042
PSP2_P052;PSP2_T043
PSP2_P052;PSP2_T011
PSP2_P052;PSP2_T031
PSP2_P052;PSP2_T048
PSP2_P053;PSP2_T006
PSP2_P053;PSP2_T007
PSP2_P053;PSP2_T008
PSP2_P053;PSP2_T033
PSP2_P053;PSP2_T044
PSP2_P053;PSP2_T045
PSP2_P053;PSP2_T043
PSP2_P054;PSP2_T006
PSP2_P054;PSP2_T007
PSP2_P054;PSP2_T008
PSP2_P054;PSP2_T033
PSP2_P054;PSP2_T044
PSP2_P054;PSP2_T045
PSP2_P054;PSP2_T043
PSP2_P055;PSP2_T006
PSP2_P055;PSP2_T007
PSP2_P055;PSP2_T008
PSP2_P055;PSP2_T033
PSP2_P055;PSP2_T044
PSP2_P055;PSP2_T045
PSP2_P055;PSP2_T043
PSP2_P056;PSP2_T006
PSP2_P056;PSP2_T007
PSP2_P056;PSP2_T008
PSP2_P056;PSP2_T033
PSP2_P056;PSP2_T044
PSP2_P056;PSP2_T045
PSP2_P056;PSP2_T043
PSP2_P057;PSP2_T030
PSP2_P057;PSP2_T046
PSP2_P057;PSP2_T047
PSP2_P057;PSP2_T006
PSP2_P057;PSP2_T004
PSP2_P057;PSP2_T005
PSP2_P057;PSP2_T048
PSP2_P058;PSP2_T030
PSP2_P058;PSP2_T046
PSP2_P058;PSP2_T047
PSP2_P058;PSP2_T006
PSP2_P058;PSP2_T004
PSP2_P058;PSP2_T005
PSP2_P058;PSP2_T048
PSP2_P059;PSP2_T030
PSP2_P059;PSP2_T046
PSP2_P059;PSP2_T047
PSP2_P059;PSP2_T006
PSP2_P059;PSP2_T004
PSP2_P059;PSP2_T005
PSP2_P059;PSP2_T048
PSP2_P060;PSP2_T030
PSP2_P060;PSP2_T046
PSP2_P060;PSP2_T047
PSP2_P060;PSP2_T006
PSP2_P060;PSP2_T004
PSP2_P060;PSP2_T005
PSP2_P060;PSP2_T048
