problema_id;tecnica_id
SEX_P058;SEX_T042
SEX_P058;SEX_T043
SEX_P058;SEX_T050
SEX_P058;SEX_T054
SEX_P058;SEX_T045
SEX_P059;SEX_T001
SEX_P059;SEX_T041
SEX_P059;SEX_T042
SEX_P059;SEX_T043
SEX_P059;SEX_T050
SEX_P059;SEX_T054
SEX_P059;SEX_T045
SEX_P060;SEX_T001
SEX_P060;SEX_T041
SEX_P060;SEX_T042
SEX_P060;SEX_T043
SEX_P060;SEX_T050
SEX_P060;SEX_T054
SEX_P060;SEX_T045
SEX_P061;SEX_T001
SEX_P061;SEX_T041
SEX_P061;SEX_T042
SEX_P061;SEX_T043
SEX_P061;SEX_T050
SEX_P061;SEX_T054
SEX_P061;SEX_T045
SEX_P062;SEX_T001
SEX_P062;SEX_T041
SEX_P062;SEX_T042
SEX_P062;SEX_T043
SEX_P062;SEX_T050
SEX_P062;SEX_T054
SEX_P062;SEX_T045
SEX_P063;SEX_T002
SEX_P063;SEX_T005
SEX_P063;SEX_T041
SEX_P063;SEX_T042
SEX_P063;SEX_T046
SEX_P063;SEX_T050
SEX_P063;SEX_T045
SEX_P064;SEX_T002
SEX_P064;SEX_T005
SEX_P064;SEX_T041
SEX_P064;SEX_T042
SEX_P064;SEX_T046
SEX_P064;SEX_T050
SEX_P064;SEX_T045
SEX_P065;SEX_T002
SEX_P065;SEX_T005
SEX_P065;SEX_T041
SEX_P065;SEX_T042
SEX_P065;SEX_T046
SEX_P065;SEX_T050
SEX_P065;SEX_T045
SEX_P066;SEX_T002
SEX_P066;SEX_T005
SEX_P066;SEX_T041
SEX_P066;SEX_T042
SEX_P066;SEX_T046
SEX_P066;SEX_T050
SEX_P066;SEX_T045
SEX_P067;SEX_T016
SEX_P067;SEX_T022
SEX_P067;SEX_T040
SEX_P067;SEX_T044
SEX_P067;SEX_T048
SEX_P067;SEX_T045
SEX_P068;SEX_T016
SEX_P068;SEX_T022
SEX_P068;SEX_T040
SEX_P068;SEX_T044
SEX_P068;SEX_T048
SEX_P068;SEX_T045
SEX_P069;SEX_T016
SEX_P069;SEX_T022
SEX_P069;SEX_T040
SEX_P069;SEX_T044
SEX_P069;SEX_T048
SEX_P069;SEX_T045
SEX_P070;SEX_T016
SEX_P070;SEX_T022
SEX_P070;SEX_T040
SEX_P070;SEX_T044
SEX_P070;SEX_T048
SEX_P070;SEX_T045
